[2022-11-11 14:44:44,184][run.py][line:98][INFO] start training on GPU 0!
[2022-11-11 14:44:44,186][run.py][line:99][INFO] Namespace(no_cuda=False, dataset_name='IEMOCAP', max_grad_norm=5.0, lr=0.0001, dropout=0.1, batch_size=8, epochs=40, window_size=15, tensorboard=False, cuda=True)
[2022-11-11 14:44:53,357][run.py][line:166][INFO] Epoch: 1, train_loss: 60.0996, train_acc: 35.14, train_fscore: 35.27, valid_loss: 29.3626, valid_acc: 51.22, valid_fscore: 43.85, test_loss: 40.5857, test_acc: 49.14, test_fscore: 43.78, time: 6.02 sec
[2022-11-11 14:44:58,051][run.py][line:166][INFO] Epoch: 2, train_loss: 20.0588, train_acc: 59.65, train_fscore: 59.99, valid_loss: 17.7802, valid_acc: 56.33, valid_fscore: 54.22, test_loss: 18.2802, test_acc: 60.91, test_fscore: 58.21, time: 4.69 sec
[2022-11-11 14:45:02,732][run.py][line:166][INFO] Epoch: 3, train_loss: 9.583, train_acc: 63.88, train_fscore: 64.33, valid_loss: 8.8996, valid_acc: 59.29, valid_fscore: 55.43, test_loss: 9.7602, test_acc: 61.41, test_fscore: 57.75, time: 4.68 sec
[2022-11-11 14:45:07,506][run.py][line:166][INFO] Epoch: 4, train_loss: 4.1101, train_acc: 71.05, train_fscore: 70.97, valid_loss: 5.6367, valid_acc: 58.67, valid_fscore: 59.03, test_loss: 6.6858, test_acc: 60.11, test_fscore: 57.68, time: 4.77 sec
[2022-11-11 14:45:12,061][run.py][line:166][INFO] Epoch: 5, train_loss: 3.6115, train_acc: 65.19, train_fscore: 65.24, valid_loss: 5.7428, valid_acc: 56.33, valid_fscore: 53.29, test_loss: 5.8569, test_acc: 53.02, test_fscore: 50.79, time: 4.55 sec
[2022-11-11 14:45:16,507][run.py][line:166][INFO] Epoch: 6, train_loss: 2.5424, train_acc: 69.88, train_fscore: 69.98, valid_loss: 3.7484, valid_acc: 59.49, valid_fscore: 60.2, test_loss: 4.9777, test_acc: 55.06, test_fscore: 54.65, time: 4.45 sec
[2022-11-11 14:45:20,929][run.py][line:166][INFO] Epoch: 7, train_loss: 2.9444, train_acc: 63.88, train_fscore: 63.94, valid_loss: 4.2201, valid_acc: 54.29, valid_fscore: 52.86, test_loss: 4.8631, test_acc: 54.75, test_fscore: 48.66, time: 4.42 sec
[2022-11-11 14:45:25,399][run.py][line:166][INFO] Epoch: 8, train_loss: 2.071, train_acc: 70.93, train_fscore: 70.88, valid_loss: 3.9991, valid_acc: 61.33, valid_fscore: 60.91, test_loss: 3.7713, test_acc: 59.99, test_fscore: 60.06, time: 4.47 sec
[2022-11-11 14:45:29,878][run.py][line:166][INFO] Epoch: 9, train_loss: 2.3914, train_acc: 69.8, train_fscore: 69.83, valid_loss: 6.2466, valid_acc: 47.14, valid_fscore: 41.28, test_loss: 4.5122, test_acc: 53.88, test_fscore: 50.89, time: 4.48 sec
[2022-11-11 14:45:34,399][run.py][line:166][INFO] Epoch: 10, train_loss: 2.0462, train_acc: 72.67, train_fscore: 72.76, valid_loss: 5.2904, valid_acc: 54.29, valid_fscore: 52.34, test_loss: 5.2399, test_acc: 54.13, test_fscore: 49.94, time: 4.52 sec
[2022-11-11 14:45:38,888][run.py][line:166][INFO] Epoch: 11, train_loss: 2.1368, train_acc: 73.67, train_fscore: 73.72, valid_loss: 3.0407, valid_acc: 56.43, valid_fscore: 58.19, test_loss: 2.9146, test_acc: 60.6, test_fscore: 60.41, time: 4.49 sec
[2022-11-11 14:45:43,399][run.py][line:166][INFO] Epoch: 12, train_loss: 1.9749, train_acc: 65.66, train_fscore: 65.67, valid_loss: 3.2308, valid_acc: 53.88, valid_fscore: 50.56, test_loss: 3.7911, test_acc: 45.56, test_fscore: 41.82, time: 4.51 sec
[2022-11-11 14:45:47,876][run.py][line:166][INFO] Epoch: 13, train_loss: 3.5597, train_acc: 52.01, train_fscore: 51.99, valid_loss: 6.2466, valid_acc: 45.41, valid_fscore: 39.31, test_loss: 4.6336, test_acc: 52.77, test_fscore: 49.59, time: 4.48 sec
[2022-11-11 14:45:52,270][run.py][line:166][INFO] Epoch: 14, train_loss: 2.6966, train_acc: 65.63, train_fscore: 65.51, valid_loss: 4.2074, valid_acc: 60.0, valid_fscore: 59.7, test_loss: 4.9117, test_acc: 60.48, test_fscore: 58.62, time: 4.39 sec
[2022-11-11 14:45:56,746][run.py][line:166][INFO] Epoch: 15, train_loss: 3.7976, train_acc: 66.07, train_fscore: 65.93, valid_loss: 4.8508, valid_acc: 57.04, valid_fscore: 52.53, test_loss: 4.8157, test_acc: 59.25, test_fscore: 55.44, time: 4.48 sec
[2022-11-11 14:46:01,178][run.py][line:166][INFO] Epoch: 16, train_loss: 3.6654, train_acc: 65.53, train_fscore: 65.34, valid_loss: 5.08, valid_acc: 59.29, valid_fscore: 54.89, test_loss: 6.5942, test_acc: 54.13, test_fscore: 49.64, time: 4.43 sec
[2022-11-11 14:46:05,659][run.py][line:166][INFO] Epoch: 17, train_loss: 3.9225, train_acc: 62.01, train_fscore: 61.95, valid_loss: 4.7163, valid_acc: 50.2, valid_fscore: 46.58, test_loss: 4.5332, test_acc: 48.83, test_fscore: 46.5, time: 4.48 sec
[2022-11-11 14:46:10,108][run.py][line:166][INFO] Epoch: 18, train_loss: 2.4583, train_acc: 67.71, train_fscore: 67.55, valid_loss: 6.2619, valid_acc: 48.06, valid_fscore: 48.66, test_loss: 5.0688, test_acc: 57.52, test_fscore: 56.83, time: 4.45 sec
[2022-11-11 14:46:14,585][run.py][line:166][INFO] Epoch: 19, train_loss: 2.2715, train_acc: 73.08, train_fscore: 73.12, valid_loss: 3.8614, valid_acc: 61.02, valid_fscore: 60.01, test_loss: 3.6777, test_acc: 63.81, test_fscore: 62.7, time: 4.48 sec
[2022-11-11 14:46:19,437][run.py][line:166][INFO] Epoch: 20, train_loss: 1.751, train_acc: 75.12, train_fscore: 75.06, valid_loss: 3.5569, valid_acc: 57.04, valid_fscore: 57.7, test_loss: 3.5885, test_acc: 61.28, test_fscore: 59.17, time: 4.85 sec
[2022-11-11 14:46:24,144][run.py][line:166][INFO] Epoch: 21, train_loss: 1.3586, train_acc: 74.84, train_fscore: 74.77, valid_loss: 3.3414, valid_acc: 41.94, valid_fscore: 35.02, test_loss: 3.2724, test_acc: 47.35, test_fscore: 39.72, time: 4.71 sec
[2022-11-11 14:46:28,793][run.py][line:166][INFO] Epoch: 22, train_loss: 1.9225, train_acc: 62.47, train_fscore: 62.71, valid_loss: 4.3718, valid_acc: 43.37, valid_fscore: 30.72, test_loss: 4.1241, test_acc: 44.02, test_fscore: 34.13, time: 4.65 sec
[2022-11-11 14:46:33,571][run.py][line:166][INFO] Epoch: 23, train_loss: 3.1246, train_acc: 60.09, train_fscore: 59.73, valid_loss: 8.4108, valid_acc: 33.67, valid_fscore: 21.79, test_loss: 6.6339, test_acc: 49.14, test_fscore: 37.94, time: 4.78 sec
[2022-11-11 14:46:38,133][run.py][line:166][INFO] Epoch: 24, train_loss: 2.2301, train_acc: 73.57, train_fscore: 73.5, valid_loss: 3.2388, valid_acc: 63.78, valid_fscore: 63.8, test_loss: 3.1486, test_acc: 63.69, test_fscore: 63.79, time: 4.56 sec
[2022-11-11 14:46:42,779][run.py][line:166][INFO] Epoch: 25, train_loss: 1.4879, train_acc: 70.3, train_fscore: 70.41, valid_loss: 2.5618, valid_acc: 52.55, valid_fscore: 47.85, test_loss: 2.3761, test_acc: 54.32, test_fscore: 53.09, time: 4.65 sec
[2022-11-11 14:46:47,466][run.py][line:166][INFO] Epoch: 26, train_loss: 1.356, train_acc: 70.95, train_fscore: 70.6, valid_loss: 3.3632, valid_acc: 53.98, valid_fscore: 46.26, test_loss: 2.4545, test_acc: 59.74, test_fscore: 56.34, time: 4.69 sec
[2022-11-11 14:46:52,176][run.py][line:166][INFO] Epoch: 27, train_loss: 1.628, train_acc: 69.46, train_fscore: 69.3, valid_loss: 2.4941, valid_acc: 59.59, valid_fscore: 59.87, test_loss: 2.7518, test_acc: 58.94, test_fscore: 58.76, time: 4.71 sec
[2022-11-11 14:46:56,831][run.py][line:166][INFO] Epoch: 28, train_loss: 1.5488, train_acc: 75.28, train_fscore: 75.27, valid_loss: 3.5283, valid_acc: 56.53, valid_fscore: 57.22, test_loss: 2.8211, test_acc: 62.08, test_fscore: 61.59, time: 4.65 sec
[2022-11-11 14:47:01,561][run.py][line:166][INFO] Epoch: 29, train_loss: 1.6387, train_acc: 73.02, train_fscore: 72.9, valid_loss: 5.3466, valid_acc: 36.22, valid_fscore: 32.25, test_loss: 4.9581, test_acc: 43.71, test_fscore: 37.4, time: 4.73 sec
[2022-11-11 14:47:06,255][run.py][line:166][INFO] Epoch: 30, train_loss: 2.5158, train_acc: 61.18, train_fscore: 61.52, valid_loss: 3.8302, valid_acc: 61.22, valid_fscore: 56.34, test_loss: 4.6762, test_acc: 52.34, test_fscore: 46.75, time: 4.69 sec
[2022-11-11 14:47:10,929][run.py][line:166][INFO] Epoch: 31, train_loss: 2.6481, train_acc: 68.02, train_fscore: 68.53, valid_loss: 4.0014, valid_acc: 61.53, valid_fscore: 60.95, test_loss: 4.2583, test_acc: 60.97, test_fscore: 60.58, time: 4.67 sec
[2022-11-11 14:47:15,603][run.py][line:166][INFO] Epoch: 32, train_loss: 1.5192, train_acc: 78.61, train_fscore: 78.52, valid_loss: 3.0351, valid_acc: 60.51, valid_fscore: 61.21, test_loss: 3.1555, test_acc: 63.69, test_fscore: 63.4, time: 4.67 sec
[2022-11-11 14:47:20,280][run.py][line:166][INFO] Epoch: 33, train_loss: 1.0568, train_acc: 78.19, train_fscore: 78.28, valid_loss: 2.6935, valid_acc: 46.73, valid_fscore: 38.57, test_loss: 2.7254, test_acc: 53.33, test_fscore: 46.61, time: 4.68 sec
