[2022-11-11 15:51:18,711][run.py][line:98][INFO] start training on GPU 0!
[2022-11-11 15:51:18,711][run.py][line:99][INFO] Namespace(no_cuda=False, dataset_name='MELD', max_grad_norm=5.0, lr=5e-05, dropout=0.1, batch_size=16, epochs=40, window_size=5, tensorboard=False, cuda=False)
[2022-11-11 15:52:25,459][run.py][line:166][INFO] Epoch: 1, train_loss: 5.741, train_acc: 85.2, train_fscore: 85.22, valid_loss: 10.5493, valid_acc: 42.83, valid_fscore: 45.08, test_loss: 11.1793, test_acc: 43.33, test_fscore: 47.21, time: 59.39 sec
[2022-11-11 15:53:00,890][run.py][line:166][INFO] Epoch: 2, train_loss: 1.1806, train_acc: 90.12, train_fscore: 90.18, valid_loss: 6.9143, valid_acc: 64.38, valid_fscore: 63.03, test_loss: 7.6435, test_acc: 63.87, test_fscore: 62.82, time: 35.43 sec
[2022-11-11 15:53:35,743][run.py][line:166][INFO] Epoch: 3, train_loss: 1.355, train_acc: 87.82, train_fscore: 88.59, valid_loss: 6.1281, valid_acc: 56.72, valid_fscore: 56.12, test_loss: 6.4672, test_acc: 58.01, test_fscore: 58.03, time: 34.85 sec
[2022-11-11 15:54:12,100][run.py][line:166][INFO] Epoch: 4, train_loss: 0.6241, train_acc: 91.26, train_fscore: 91.36, valid_loss: 6.3308, valid_acc: 55.46, valid_fscore: 55.46, test_loss: 6.1598, test_acc: 56.7, test_fscore: 56.8, time: 36.36 sec
[2022-11-11 15:54:47,826][run.py][line:166][INFO] Epoch: 5, train_loss: 0.7777, train_acc: 91.11, train_fscore: 91.17, valid_loss: 5.0918, valid_acc: 59.06, valid_fscore: 59.43, test_loss: 5.2783, test_acc: 59.54, test_fscore: 59.9, time: 35.73 sec
[2022-11-11 15:55:24,470][run.py][line:166][INFO] Epoch: 6, train_loss: 0.5339, train_acc: 92.74, train_fscore: 92.8, valid_loss: 4.9289, valid_acc: 62.76, valid_fscore: 61.27, test_loss: 5.2301, test_acc: 62.22, test_fscore: 61.03, time: 36.64 sec
[2022-11-11 15:56:05,050][run.py][line:166][INFO] Epoch: 7, train_loss: 0.7497, train_acc: 91.31, train_fscore: 91.43, valid_loss: 4.8297, valid_acc: 61.59, valid_fscore: 61.41, test_loss: 4.7581, test_acc: 62.26, test_fscore: 62.45, time: 40.58 sec
[2022-11-11 15:56:42,141][run.py][line:166][INFO] Epoch: 8, train_loss: 0.5216, train_acc: 92.97, train_fscore: 92.97, valid_loss: 4.5014, valid_acc: 59.69, valid_fscore: 59.64, test_loss: 4.5556, test_acc: 60.84, test_fscore: 60.77, time: 37.09 sec
[2022-11-11 15:57:16,857][run.py][line:166][INFO] Epoch: 9, train_loss: 0.4576, train_acc: 93.43, train_fscore: 93.41, valid_loss: 4.316, valid_acc: 59.96, valid_fscore: 59.83, test_loss: 4.5087, test_acc: 60.54, test_fscore: 60.23, time: 34.72 sec
[2022-11-11 15:57:52,649][run.py][line:166][INFO] Epoch: 10, train_loss: 0.489, train_acc: 93.11, train_fscore: 93.13, valid_loss: 5.341, valid_acc: 63.12, valid_fscore: 60.95, test_loss: 5.3814, test_acc: 64.21, test_fscore: 62.46, time: 35.79 sec
[2022-11-11 15:58:28,466][run.py][line:166][INFO] Epoch: 11, train_loss: 0.3474, train_acc: 94.63, train_fscore: 94.63, valid_loss: 3.3708, valid_acc: 62.85, valid_fscore: 61.53, test_loss: 3.5843, test_acc: 63.41, test_fscore: 62.55, time: 35.82 sec
[2022-11-11 15:59:03,545][run.py][line:166][INFO] Epoch: 12, train_loss: 0.3203, train_acc: 94.59, train_fscore: 94.6, valid_loss: 2.9774, valid_acc: 63.66, valid_fscore: 62.65, test_loss: 3.2289, test_acc: 62.18, test_fscore: 61.63, time: 35.08 sec
[2022-11-11 15:59:37,630][run.py][line:166][INFO] Epoch: 13, train_loss: 0.2687, train_acc: 94.93, train_fscore: 94.94, valid_loss: 3.2919, valid_acc: 63.21, valid_fscore: 62.33, test_loss: 3.4946, test_acc: 63.33, test_fscore: 62.74, time: 34.08 sec
[2022-11-11 16:00:11,865][run.py][line:166][INFO] Epoch: 14, train_loss: 0.3586, train_acc: 94.47, train_fscore: 94.49, valid_loss: 3.6354, valid_acc: 62.22, valid_fscore: 61.58, test_loss: 4.0956, test_acc: 62.41, test_fscore: 62.03, time: 34.24 sec
[2022-11-11 16:00:46,043][run.py][line:166][INFO] Epoch: 15, train_loss: 0.2817, train_acc: 94.94, train_fscore: 94.94, valid_loss: 3.9525, valid_acc: 63.21, valid_fscore: 62.23, test_loss: 3.8347, test_acc: 63.03, test_fscore: 62.48, time: 34.18 sec
[2022-11-11 16:01:20,002][run.py][line:166][INFO] Epoch: 16, train_loss: 0.2481, train_acc: 95.04, train_fscore: 95.04, valid_loss: 3.0756, valid_acc: 61.68, valid_fscore: 61.3, test_loss: 3.0671, test_acc: 62.15, test_fscore: 62.13, time: 33.96 sec
[2022-11-11 16:01:54,313][run.py][line:166][INFO] Epoch: 17, train_loss: 0.3081, train_acc: 94.21, train_fscore: 94.23, valid_loss: 4.3127, valid_acc: 62.13, valid_fscore: 61.31, test_loss: 4.4888, test_acc: 62.38, test_fscore: 61.97, time: 34.31 sec
[2022-11-11 16:02:28,328][run.py][line:166][INFO] Epoch: 18, train_loss: 0.2451, train_acc: 95.35, train_fscore: 95.35, valid_loss: 3.7661, valid_acc: 63.3, valid_fscore: 62.88, test_loss: 4.0684, test_acc: 62.53, test_fscore: 62.33, time: 34.01 sec
[2022-11-11 16:03:02,751][run.py][line:166][INFO] Epoch: 19, train_loss: 0.2372, train_acc: 95.7, train_fscore: 95.7, valid_loss: 4.2738, valid_acc: 62.31, valid_fscore: 60.65, test_loss: 4.1053, test_acc: 63.37, test_fscore: 61.99, time: 34.42 sec
